Emotion,Angle1,Angle2,Angle3,Angle4,Angle5,Angle6,Angle7,Angle8,Angle9,Angle10,Angle11,Angle12,Angle13,Angle14,Angle15,Angle16,Angle17,Angle18,Angle19,Angle20,Angle21,Angle22,Angle23,Angle24,Angle25,Angle26,Angle27,Angle28,Angle29,Angle30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neutral,6.448364844,179.9742175,4.573982145,164.1974467,7.619789163,175.4260162,171.8698532,0.785118479,0.634870344,172.3038342,24.99045561,32.94922121,179.9899675,165.9637591,111.0375221,27.98408564,0.34607618,147.8599599,34.49101683,36.20259522,169.1435847,164.1037146,171.8699047,7.614718121,75.66376489,39.09386271,143.3489019,160.0573004,115.8300604,120.963737,50.611682,29.35775397,31.64499661,150.5657968,161.5650402,114.5504008,43.21746268,108.38129,69.14545576,42.27370782,64.4399914,12.02228384,2.935708258,117.3498074,177.47862,35.61433035,5.962595644,29.09125523,85.43672011,73.68613927,32.47118336,85.82701312,16.23811721,0.400028732,160.0725386,155.9168011,78.26139382,44.17765279,173.1210749,28.56284249,43.39046511,176.8039344,153.868943,3.507998478,30.57315477,18.25289101,52.24658274,6.818052061,108.38129,37.13155862,87.60498656,168.1784821,36.06300866,83.51692137
Neutral,6.55359424,170.5376431,14.74357935,158.6820581,9.823122002,175.4260111,165.9637391,8.130128065,2.121283143,172.8748517,22.9950489,36.02737401,174.0938179,165.9637605,108.4349589,28.77981018,1.789951806,159.7750703,34.72596276,38.65981652,167.4711839,142.1246661,153.4349666,6.199523667,79.59227549,43.06320271,150.0856806,176.053028,114.3502769,110.9244826,53.99243786,21.26595153,29.02400597,139.8643535,171.674325,125.5376016,47.29458035,105.3466952,65.69774102,59.03619828,71.56500508,15.25511211,4.818825616,116.5649866,172.1845419,33.53799531,4.763674273,29.09125183,86.40492724,49.15964042,31.75947159,84.3487513,14.77942645,0.768119351,163.8595975,157.6340353,83.1986624,62.42987981,179.3010265,27.56539287,43.45984763,177.2735375,157.8335921,3.35613718,28.02255187,20.22497553,52.83215868,6.934039398,105.3466952,33.9366482,87.69219906,171.0658755,32.90544098,83.04703945
Neutral,4.763697052,179.9738561,14.03625739,156.161236,10.82027397,175.4260088,171.8698541,0.020595557,5.117391783,172.8748492,23.73587912,42.27368755,175.6011335,168.690061,107.1027404,26.56505501,3.576354955,147.5103305,33.60212724,38.3032685,168.6900669,150.9448617,161.5649593,6.199523657,78.72284875,37.31091259,150.9190374,162.0182283,111.665939,112.8336356,52.61974494,29.90284555,30.92794617,143.4709619,161.5650401,119.7448124,49.35682577,104.5375346,68.10516988,59.03619605,68.19854677,8.820385885,4.42583684,116.5649835,172.6733837,35.15634101,4.35111561,25.87694747,88.17196347,50.19442589,30.57922096,86.19195404,14.73204631,0.166307902,161.9104528,157.0112755,83.19866072,56.70645179,179.4771969,28.50554961,43.07457928,176.9604903,154.6537687,3.294844996,24.02659368,26.2743067,53.46332983,6.849615379,104.5375346,35.46786935,88.7783506,175.8294985,33.03864839,81.67434623
Neutral,4.279531501,179.9688374,14.74358145,158.6820569,5.440390698,165.9637387,165.963738,0.785108031,0.01823705,179.9442438,21.19483458,33.69006609,165.5296905,153.4349543,102.994631,29.88283412,1.789953518,152.3189067,30.77404176,39.9363862,173.8113683,145.2218003,161.5649333,6.458825494,77.68496224,39.26883436,149.2643678,164.7446054,107.7157822,93.36645272,50.46909521,22.24135715,30.74997264,137.258248,156.8014022,119.1974243,51.24124848,103.4901363,63.19911352,59.03621324,64.44000409,13.86102474,4.160768961,102.0947485,174.5959326,33.81961052,3.644902515,21.80156879,90.99916033,53.5836125,43.26427187,86.82016207,14.5167002,0.881430908,162.5534351,156.6147788,80.18067576,56.70644874,179.3836233,26.61020984,45.69376255,176.9604991,157.8971921,2.282934451,29.81249126,16.96633355,54.01933704,6.909923054,103.4901363,33.34862631,86.71555854,165.4655195,36.71903826,80.53767519
Neutral,7.431443862,168.6900352,14.03626176,155.6062282,12.91783698,171.0272945,165.9637458,8.130127053,1.591343921,172.8748866,21.41297385,38.65980449,171.8698666,153.4349556,99.46233192,31.32095983,1.909191938,152.8297128,33.32249599,38.78437006,171.5966282,142.6142919,153.4349625,7.125023507,74.56656199,33.53782465,149.1771849,159.8479807,110.0656933,93.36645233,51.00368889,18.2250753,33.49888708,139.9412243,156.8014052,110.2248195,46.02083115,102.4775517,65.14718486,77.47112574,63.43491898,15.25511247,3.491685928,94.39872537,175.0655813,34.06091933,5.082543032,21.80154337,89.48376834,53.74615695,39.47244438,87.73097645,13.86378532,0.243642989,165.2802875,156.3602233,70.34615124,45.00001943,173.9485109,26.86347083,41.04245084,176.4909004,156.9384117,4.460851269,23.02558552,21.28652324,52.44805569,6.756164724,102.4775517,32.76273308,84.56980115,172.8749489,33.77102671,81.46923098
Neutral,8.018231774,170.5376507,11.88867896,165.963703,12.78672815,175.4260218,175.4260289,0.78506667,1.507566015,172.874883,20.31126737,41.63353434,176.8198349,165.9637589,105.2551256,26.56505527,3.691409583,146.1038091,41.09949541,38.27088267,173.8113701,142.486917,161.5641316,6.246324539,73.19798691,29.52403236,143.5467289,158.1101885,115.6409904,98.13008921,51.25660885,16.58733933,32.811371,142.9511251,156.8014062,116.5649643,45.00008759,103.8610206,62.85399168,59.03621555,67.16631001,12.12708875,3.850635768,109.6538052,173.0885868,36.32683669,5.589360797,21.80154077,93.57625781,53.58361822,33.69005932,79.96730232,12.25362263,0.221188224,165.0992513,154.0934995,51.70982543,58.39251228,178.1522918,25.16261656,41.3983211,178.3786245,150.5511745,5.374290395,24.44402662,21.13992862,55.37983852,6.852937466,103.8610206,33.69846013,85.67308474,164.3889966,28.66200281,80.31121084
Neutral,12.26479315,158.1985801,14.74358052,153.7586194,17.79481204,171.0272969,177.2736422,7.594661417,3.49473447,179.9618599,21.29609414,37.87498299,169.6951673,172.8749422,113.9625034,31.32095973,0.271808938,147.859972,38.36747997,43.77367298,169.9920093,139.0441402,143.1301464,7.639162668,77.97704014,22.05579606,147.7398445,131.0352999,107.2636248,107.7446532,51.38416361,21.80141091,29.02872753,137.5467508,179.9809764,113.4046416,47.34631583,103.9181246,72.10294828,52.12501036,55.61962796,15.25511289,2.104946195,115.559927,175.065606,34.84205395,4.879309522,24.14565878,91.41435382,60.70863291,30.06857962,86.44351396,13.66002455,0.472359274,164.3006938,158.5363457,66.61476477,52.18054695,178.086965,26.04686417,39.54608454,177.6384267,152.7514708,6.776881221,22.30628657,25.3129656,54.5053085,6.5291477,103.9181246,33.63976838,86.97158953,169.5085063,33.64680174,84.28940385
Neutral,12.71174045,161.5650416,14.03626241,165.068526,18.43496403,162.8972633,165.9637519,7.594662177,4.189387484,172.8748627,21.25457537,41.63353386,179.9876479,165.9637603,113.9625023,29.18591896,3.945212292,148.0500059,33.21949506,39.71876235,167.4711831,142.4869507,143.1301461,6.561779154,74.05458998,22.77389054,146.1482994,134.2150674,107.1907486,107.7446537,50.30578226,21.19831986,30.45447892,141.1550113,171.8698709,119.1974334,45.88754291,105.7300648,67.06488231,50.90613653,60.25509157,17.42985354,2.242681667,126.8697817,166.5688846,34.83428237,4.815461712,25.01700636,97.59456034,50.29007424,29.05460269,84.72259078,14.16705301,0.018531655,165.2991131,156.0375114,81.57300961,43.57504507,168.6029789,24.21129602,39.54608432,177.1688503,152.7514688,7.771376264,21.67473742,25.31296905,51.67614895,6.605716182,105.7300648,33.14598445,88.40321074,169.508504,31.13587662,83.21102267
Neutral,11.77497606,158.1985831,16.69926748,159.2276924,15.83385536,155.7722434,165.9637499,7.125039657,3.969304687,175.4255862,24.32093946,38.65980991,175.60119,167.4711916,97.25321835,29.18591578,1.909194843,152.8297213,29.05459704,43.45183823,167.6608909,135.2819475,143.130142,8.130107245,89.0635378,26.56506085,147.3533948,145.0078923,103.008425,103.1340155,55.13220877,29.0178763,29.17169294,129.4024791,171.8698636,119.1974545,54.59683828,114.3821158,74.8101751,29.74497015,58.57041359,13.21908018,4.752367349,101.3099275,170.0634887,35.28541702,5.099042194,28.3008692,84.61065875,43.78111186,11.30994552,88.12209232,16.98708671,1.082216489,164.4789598,167.7859676,81.86984897,39.80559009,173.2502286,26.42798161,43.71267252,176.803964,155.7721526,6.729525452,25.65578589,24.60525761,44.6691426,6.893704412,114.3821158,35.9634101,91.20915614,176.5235667,36.5883556,84.41127906
Neutral,10.78431894,168.6900463,15.5241407,157.3800955,13.86360757,153.4349478,165.9637504,7.594667457,6.34024087,178.2093141,22.40984179,41.63353418,175.6011988,165.9637355,107.7446958,29.18591601,2.045453407,154.4400156,27.77251134,45.5595055,173.6206988,131.6333191,179.9773575,6.812306406,83.21691813,28.5065452,151.4968557,147.0946557,99.12500535,107.7446581,53.82386209,27.33522584,26.40999115,127.0532396,171.8698567,119.1974484,54.27184015,109.4702897,65.29888229,45.00003736,55.61964146,13.21908172,3.688103402,109.4399774,170.0634911,34.04904639,3.807480951,31.32880885,94.86826323,48.43361573,32.90523504,90.7099796,16.56512839,0.578216347,167.3880605,159.8141848,83.90411203,43.78113863,174.7322752,25.11791201,44.01330383,172.4053118,160.3104955,5.533877824,27.17035438,23.4814951,48.24071004,6.847822779,109.4702897,34.16868041,92.64682429,163.4858089,33.69022471,84.28940491
Neutral,8.914948388,170.5376585,7.236971363,172.8748477,12.2221685,153.4349505,165.963741,7.125040554,1.420452924,172.8748061,22.41153426,44.99999444,168.6899783,175.6012582,102.5288337,27.46022507,1.90919468,152.6501074,29.33422781,41.60547764,167.6608882,133.9946621,172.874795,8.130107618,85.16310368,26.56505929,148.2403845,160.5598217,102.0489818,93.36645658,53.67844,25.23503984,28.74669332,129.4146051,164.054588,115.6651629,56.46544453,109.1710257,67.09414594,67.38010614,74.05457675,9.516965681,4.53653101,102.0947503,170.7537343,36.4034487,4.002664083,25.71008121,86.63349632,48.57632054,41.18589306,85.82953834,16.06953884,0.473898452,162.5047723,159.1387026,74.38897268,41.68907366,168.0923037,25.97464034,44.58222729,176.4909081,157.9434797,5.592812682,19.98326469,29.32058566,49.72101675,7.166684075,109.1710257,36.25384154,90.19282213,173.4083188,36.64175555,81.4176717
Neutral,9.279040016,168.6900485,14.74358972,158.0703665,10.43993674,165.9637452,175.4260163,0.021350761,3.576493212,179.9332924,22.9479642,38.65980717,168.6899958,153.4349481,100.4077378,28.17193659,5.994781798,149.4054498,35.13418408,42.96185948,166.5347666,131.6333,179.9771863,8.130107311,87.82427044,27.2161226,150.5219253,147.5287017,103.0552474,100.4914731,53.52544735,30.7559579,30.29067824,128.1606584,165.9637421,119.1974566,59.64886896,109.3892017,69.73584032,52.12507534,74.0545823,9.516965975,5.286328104,97.69605968,174.0935763,36.05384749,3.244836893,16.85856729,80.06360204,62.51336303,44.99998342,89.90603809,16.1687403,1.46010429,164.5138505,165.7802118,79.41833176,50.68800112,176.469951,27.07073916,42.42926365,176.4235729,153.7585696,4.299292645,28.11330966,20.85887089,46.34115985,7.17041664,109.3892017,35.41170644,89.21392677,173.4083191,39.69885273,83.99099035
Neutral,10.3048692,170.5376585,16.69926468,153.7586137,12.78672158,153.4349466,165.9637486,7.125041084,3.36653956,179.9497688,19.92406352,41.33220569,176.8200189,153.4349521,97.76519638,29.18591614,6.373655902,156.5952961,29.33423078,42.78033941,166.534769,134.9996983,179.9744108,6.246062168,83.02172629,21.1903854,149.0360958,145.3047446,101.3414978,108.4349395,53.52544916,23.53711432,28.35147698,129.414604,171.8698666,118.4126198,56.67882347,107.7388084,66.87794672,52.1250498,74.05458116,13.86102546,4.546752357,101.3099366,167.0384862,34.84860727,3.033628372,25.71008482,91.30188106,51.9810407,44.99997928,89.03800251,15.52991497,2.299967154,165.784083,161.5650436,72.59726386,48.36647063,173.8650404,24.10880955,41.79478542,177.2735731,156.9294925,5.767498466,24.02376058,22.45292285,47.31764545,7.141632273,107.7388084,33.75166459,88.56491592,174.0427982,36.87003607,83.99099167
Neutral,9.674342022,168.6900465,17.52558704,153.7586138,13.2191006,177.2736436,175.4260235,0.020027653,3.366534974,170.537475,20.01700045,38.8113816,178.2099345,153.4349232,91.54818941,28.48429797,3.945213819,154.2170774,37.40534597,41.56636663,176.6334382,136.7895934,179.976114,7.831697109,84.24539672,24.096943,149.658858,152.0829971,102.3390847,100.3048421,53.52544853,22.38013505,27.51280362,131.2045094,171.8698747,118.4126222,56.00071655,105.1306099,71.90313044,74.74479254,63.43492688,15.19313793,5.081412869,102.0947583,167.5739358,33.89242654,2.992129717,26.56516929,91.30188896,62.25678217,48.81405313,87.97735702,15.96467448,1.833163005,170.284182,160.9940113,72.89723804,40.60130919,173.865045,24.00763908,41.91692747,177.2735807,153.7585753,4.378617494,24.02375081,20.94757052,47.93569756,7.20552051,105.1306099,32.42839186,86.94909901,168.85709,38.187351,83.9909915
Neutral,7.765197008,168.6900456,14.74358376,153.7586158,11.30995382,177.2736421,161.5650202,10.619671,3.468293629,179.9352053,20.20278168,41.33220556,176.8200268,165.9636813,109.9831306,31.53479234,3.945214797,157.3134501,30.73548305,41.5663667,172.8749211,132.6383383,153.4347608,8.073211199,84.48383478,27.52523284,150.1329325,154.1128673,102.3390838,97.1250105,52.03859752,28.47587871,28.70953108,128.3224995,164.0545919,123.4762341,57.96382782,106.7685033,69.39284739,82.8747662,60.25509864,11.43367796,4.726829077,83.65986132,165.650567,34.09498819,3.118591349,17.80550092,88.68805071,40.81508104,44.9999522,89.05714444,15.66699807,2.090383517,164.5138485,162.8972654,71.02956182,42.92283824,175.1909781,24.52435247,40.9025599,176.4235817,158.0703239,4.163213671,18.4350711,27.75861566,45.31711144,7.175195256,106.7685033,32.45711046,87.68886848,172.8749316,36.86037612,82.50414057
Neutral,9.279041618,168.6900439,14.74359126,159.2276983,8.972657145,175.4260354,161.5650206,11.30994768,3.366536063,171.8697625,20.57542682,36.02737157,178.2099265,153.4349507,91.21889968,32.33493675,3.945211252,149.9220031,30.52068885,42.27368685,166.6255573,136.7895849,171.869758,8.216963644,84.93353237,28.77981175,150.7857774,149.3492061,103.5550843,100.3048411,53.52544782,21.23414333,30.14138751,132.311922,170.3947758,115.6651613,55.05456589,106.2662876,75.6324688,63.43490448,67.75094802,13.1906063,6.125684489,96.91124027,169.6950161,33.45997378,3.080698031,17.80549278,84.23007825,62.13626464,44.99998419,89.65031201,15.6507903,1.276010653,169.0074177,166.0593987,79.15966839,42.10874541,175.6839362,25.24120026,39.93439207,176.4235789,156.5952204,4.317342693,24.71752006,19.44014413,48.73141922,6.940983398,106.2662876,31.82949864,85.27889379,173.5005979,41.65513803,83.99099061
Neutral,9.279041986,168.6900472,17.52558683,158.0703705,8.530795448,175.426039,175.4260234,4.573958188,3.231101348,178.9937132,20.20122387,41.3322072,178.2099259,153.4349497,100.407735,31.32095749,3.691409445,153.9246415,35.13418472,42.96186087,173.6206838,133.209862,179.9753154,7.683987421,85.53764835,24.38110915,148.607226,154.1128664,102.8708163,100.4914718,49.07181339,24.98961263,30.42363005,131.4437211,164.0545916,111.9295622,56.20300888,109.0916816,75.86234368,63.43490853,60.25509642,13.19060636,5.312524767,101.3099355,175.60095,34.66058329,3.731431287,21.00980815,85.58655516,39.516409,41.42365177,91.35103705,15.13242848,1.068578598,165.1221685,165.3791186,99.46225902,42.77605192,176.6063454,26.11391592,39.33310877,172.8749394,151.0322725,4.299292947,18.22519293,27.72833402,48.17467793,6.766174716,109.0916816,32.74599504,87.54739716,170.7354526,41.43934945,84.28940408
Neutral,9.279042322,170.5376509,14.03626694,168.6899725,8.53079565,153.4349473,165.963741,4.57395947,1.636775239,179.9494434,19.3484776,38.1817807,176.8200301,165.9637504,109.9831309,29.74488124,3.945215329,144.211027,34.15968515,44.99999384,169.9919988,132.342376,171.8697511,8.216963887,84.39480952,25.34618578,151.9043642,163.9884967,101.0525146,93.36645813,49.82427292,22.80737815,27.96223477,128.7210412,171.1795958,114.880334,58.995924,105.2973311,73.52117732,82.87476046,67.38012437,10.30484601,6.352249275,90.00003245,165.3790296,32.9392715,3.009183364,18.43517093,91.41434705,42.78033918,44.99995747,92.9507416,15.26723021,1.535754448,164.3039098,164.7389697,70.78729677,43.57503699,176.2209286,24.52365789,42.16334098,172.8749504,151.0322713,3.878526669,18.85328262,26.56513197,46.74151014,6.729267966,105.2973311,31.64008817,86.2235801,167.9052233,40.47487993,81.25383665
Neutral,12.26479145,178.1522648,14.74358298,169.9919506,13.15756144,162.8972635,168.6900674,7.125041369,3.012845665,173.6595739,21.11440419,44.9999917,169.6951178,165.9637402,116.5650712,30.45552949,3.814095486,157.9511503,33.3262843,45.10122531,169.9919853,131.5575762,172.8747623,7.874446063,83.1697885,29.18081134,151.5256618,147.5286874,103.6713001,107.7446585,50.75456547,25.50414063,28.20163281,128.583962,173.0887316,115.6651529,56.10745707,107.546705,66.17568208,55.30479946,60.25509373,13.95450596,4.726083525,108.4349203,168.2747831,33.12863723,3.6161538,24.14567738,93.4516722,51.58193294,35.21755667,92.36277929,16.04167842,1.333575685,163.6014968,162.8972605,80.18067692,41.33583204,176.2685474,23.86856384,44.04813485,177.27357,161.5649499,5.710594886,26.82372906,20.87224991,45.9357264,7.066729749,107.546705,33.66494889,91.14823103,159.8844698,36.72367533,83.65980641
Neutral,9.865830877,178.1522378,8.063283054,169.3802654,9.402008703,175.4260233,165.9637435,7.125042042,3.012847088,173.6595676,22.18768831,45.78481668,169.6951186,153.4349566,104.5742428,32.33493733,1.625029849,156.2641049,34.65442554,46.19673588,170.6470018,134.5301225,179.9725595,7.68398833,83.81135752,34.22579439,152.3619705,158.1102114,101.7934237,107.7446565,52.01514935,27.62596394,27.70755537,130.9087923,165.9637405,124.2610537,56.65212593,106.2283596,62.49849976,55.30480162,60.25509513,10.17551111,4.39065794,101.3099292,167.9051475,33.14232823,3.257200102,19.48093844,94.90897759,50.49231169,12.90743652,89.85306168,14.78272419,1.641522827,165.1682972,158.6716925,55.0079648,54.63754902,175.4483153,24.13786956,43.46718036,176.9605191,157.9434827,5.077492004,25.56006201,23.17776898,48.97626964,6.681615073,106.2283596,33.82329667,92.11848996,170.6763772,33.76550596,84.92039027
Neutral,9.978401193,161.5650409,14.03626515,156.5014001,13.73629088,162.8972641,165.9637439,10.6196722,2.611094252,179.2139723,20.96372292,44.99999328,174.0938258,165.9637596,105.2551364,30.45553018,1.713500748,155.5209291,28.26267734,45.61385845,171.0273605,136.2185953,161.5650266,5.990603214,82.07868337,28.92643067,147.8787813,160.0573458,102.2179331,100.6196441,51.13902607,24.44395593,27.34653507,135.0406003,179.9800553,125.5376156,51.78340425,108.7998755,66.52532002,45.00000422,60.25509453,11.8702648,4.028260539,101.3099278,167.9051492,33.85964087,4.628827607,32.27576491,97.5945549,50.38930214,33.69005981,87.33698456,14.24477342,0.914502714,166.7674466,157.7721086,66.31789728,40.84873092,176.4699497,24.35836934,45.76704765,179.4901758,154.4488577,5.71059502,20.55614836,27.72833672,49.95029129,6.750590096,108.7998755,34.97116974,92.05551961,168.857085,30.7382169,82.56858959
Neutral,13.85234956,173.5169139,24.07550728,148.1339967,21.38863013,154.4400188,146.3099298,6.709858926,1.41458562,174.28913,20.90096991,49.7636353,171.8698147,165.963757,119.0546198,33.36636773,3.814094314,146.7142296,37.23481877,42.57366441,171.2766014,140.2897407,161.5650377,7.416409754,78.04897095,17.81444717,151.4598863,129.5596293,103.9182597,115.5599468,51.90032734,23.53711554,29.96957379,133.6851038,164.0545851,119.7448287,49.69108838,104.9765736,72.05304555,30.96376851,60.25508708,13.13402008,2.408221798,126.8697799,170.0105045,36.60036406,4.132875562,28.07258773,97.89326859,49.15964006,28.81078941,91.89291758,15.01835663,0.269286492,163.9764234,161.9346889,73.44290077,36.71766522,174.6232447,24.32216263,38.43123898,176.8039653,150.0915141,9.415369815,20.70911389,26.56511993,48.73307161,6.489711935,104.9765736,33.18502849,88.17379256,171.3136281,34.89627288,84.80556796
Neutral,11.3099505,158.1985807,15.94541241,151.3360112,18.68875932,175.6012243,177.2736293,1.15747628,1.116170594,178.2092559,20.44955096,38.65981099,156.8014188,153.4349466,105.2551332,30.96375794,1.847659166,151.0677425,35.75386897,41.92467407,176.9871382,146.914728,168.6895182,6.098029372,79.81655293,20.96571891,147.4611133,125.2175442,109.7559914,119.0545884,51.65442326,22.36867677,29.07641686,138.9512023,171.8698687,119.7448304,49.51136075,104.7310531,73.54899487,36.8699222,60.25508852,13.1340195,3.613001821,102.0947456,172.1845492,35.24547711,4.913749383,27.34998803,92.48949261,47.12109584,34.3803242,89.30970509,15.13964446,0.998031383,166.2223502,160.1447821,76.67543289,40.04974702,177.6441634,24.92256037,40.3902054,172.4053115,148.3427645,6.7121259,32.18268628,13.74557354,49.5455644,6.286893597,104.7310531,34.51660382,88.165101,171.2852419,39.20733878,84.55966271
Neutral,11.76830777,161.5650418,16.69926598,156.5013931,19.56379327,162.8972629,165.9637396,7.125046224,0.181937725,177.5797466,21.13982848,38.65980692,172.874645,153.4349545,114.4439709,30.96375749,1.847663872,149.6567434,36.1581708,41.60547993,171.2765989,144.9502439,135.0000233,7.683988119,82.55124745,25.34618228,150.473878,143.6524404,103.5550804,103.6712967,53.10384218,25.52487965,29.24018519,136.7405858,165.9637383,115.6651559,51.11641649,107.9958955,75.76374105,45.00000842,64.44000129,13.19060407,4.851113032,116.5650093,172.1845397,35.32845681,4.459296064,21.73241948,90.66614166,47.12108733,5.194475478,90.70729569,15.49322449,0.342326064,164.4221339,164.0335673,76.67543005,49.78089725,176.2685638,26.70543805,40.39020499,172.8749261,154.4399589,7.185307695,26.37747892,21.35939562,48.95605814,6.196139123,107.9958955,33.85041967,89.0340556,171.2852396,39.04134666,86.00908176
Neutral,12.90742632,166.3286794,14.03626722,158.1985511,19.41363411,169.3803169,175.4260201,3.778236711,4.262666348,172.8748561,19.30011195,53.13008509,175.2362937,151.9275243,119.054628,34.37145216,1.507514029,153.4349398,35.72739041,50.64823619,166.6232405,118.8106256,161.5650333,7.942303367,80.07644293,15.76168566,159.3370997,132.5103952,104.8657848,115.559941,51.08960359,21.14209101,26.92304966,124.6370572,171.1795785,119.7448223,56.29050214,100.3566897,66.62459652,36.86991185,55.1754934,12.14805247,3.871252621,108.4348796,175.0300615,33.4292238,2.808544395,30.88120961,108.1348304,66.61476564,23.96246305,96.46273738,14.01934954,0.180642248,167.8127373,162.4075664,66.70541419,44.1384848,178.3528591,23.1985992,41.10058504,179.2804419,146.2033875,8.67317505,23.89525954,24.82063081,50.41785828,6.595710335,100.3566897,32.73303884,87.89374579,167.0619308,35.32919876,83.88449529
Neutral,13.23614506,167.6608925,23.49857815,146.8886357,20.27558881,162.8972614,165.9637414,0.690512162,4.189389703,173.6596616,18.34289471,41.63353138,175.6011809,151.9275241,109.9831281,33.29942127,1.35198226,155.5209303,32.13014611,47.58889213,166.6232395,123.6898495,161.5650209,6.284346819,78.19926722,18.10377094,157.4489241,133.6677263,105.8384762,114.2277204,49.6265717,17.31680499,26.3002601,129.7624292,156.8014013,125.5376091,53.67685908,100.669778,66.35977478,53.13004723,60.25509616,13.95450561,4.248120159,108.4348996,174.1808321,32.40937351,2.927853693,22.75112004,105.5023948,56.51381789,29.05459739,93.93356285,13.32453022,0.212281409,167.3019565,157.7082492,66.7054147,43.65738788,178.9155373,23.53996268,40.97173806,172.8749349,152.0262601,7.520024445,22.77047401,22.7704725,55.7675444,6.053888677,100.669778,31.51031769,87.46780683,170.8376187,35.32919683,82.29771452
Neutral,12.56883647,153.4349441,22.85483188,148.7362436,20.39063913,162.255299,165.9637381,0.019250287,1.432259997,174.2892177,19.72228244,41.63353198,177.2731164,179.9794414,111.801426,30.74996951,3.509047882,155.7722282,31.94874766,46.04162314,168.2692255,141.4413086,168.6894865,6.144436265,77.68455459,21.43117272,150.7311923,133.6677283,107.5960437,100.6196437,49.6265711,27.07584781,28.03014295,135.702388,172.1846785,125.5376125,51.41478116,103.132594,69.34103355,63.43488451,78.6900075,13.190606,3.932895201,116.5649335,173.8112156,33.13478951,3.02930341,22.75111085,101.6283258,55.49146593,27.89724164,91.42471139,14.32828254,0.633372844,166.9932927,159.1905085,76.46412592,42.81421172,171.7335528,22.77130703,41.61548414,172.8749368,151.3359872,7.594644494,23.02557766,23.89524512,50.40254634,6.525044314,103.132594,32.7221268,86.91518241,166.8274323,34.27880571,79.69515201
Neutral,13.23614485,171.0273552,14.74357928,162.6459378,17.72764146,162.8972613,165.9637451,11.30994905,0.015536925,179.9546639,18.97802469,44.99999263,175.6011529,150.2551178,119.7448929,31.32096046,1.507501348,155.7722257,36.15817785,44.7031343,173.1817555,136.2186066,161.5650268,7.7608177,77.04662749,21.00968858,154.1828047,131.4406871,110.415678,100.6196413,48.44221529,19.05464418,27.16342646,137.2238293,163.1415808,122.0053234,49.57221495,101.2047014,69.80641677,77.47108386,68.55223383,13.13402126,4.641140697,115.5599165,173.8112121,32.98095806,3.69142648,21.50157412,99.4360555,54.13016997,26.56505771,94.00053409,12.59260382,0.418256338,167.4895832,157.1319971,76.4641271,42.00966882,178.4950015,23.77150335,39.90688435,179.7275949,151.3359944,7.853314621,23.70272965,22.77047305,55.38275362,5.860385907,101.2047014,32.05268016,87.34198575,168.5360318,36.79229465,81.34745636
Neutral,10.92950999,161.5650419,14.03626192,162.6459343,20.40989441,164.744878,161.5650206,1.847697753,0.022227904,179.954618,19.65382766,44.99999464,177.2729696,179.9678925,108.4349643,35.48746469,1.625019956,157.943532,34.46080511,44.45949094,168.2692251,143.129766,179.9761137,8.466973256,76.49572197,20.77225929,151.8404502,127.1466323,113.2945472,100.6196416,50.69263998,24.98315778,27.10629731,138.1839977,163.1415824,119.7448161,48.09232708,101.7736405,70.67969018,71.56495496,64.43999885,15.25511143,4.179500828,126.8697559,179.3687581,32.32421176,3.97028843,23.6295033,103.8099817,52.00126616,23.19859872,93.0127745,13.94087317,0.626481037,166.023163,157.5471706,51.17016326,42.00967076,177.8647522,24.26444229,39.5508643,176.185839,152.7446065,6.670041181,29.4132934,16.21130449,51.66347762,5.830544308,101.7736405,32.24562411,87.53698863,167.2499571,37.07145539,83.88449355
Neutral,12.24635203,171.0273529,14.03626271,165.9637017,16.65273098,171.8698727,175.4260258,4.573956193,0.021167658,179.9464709,20.42614635,41.9872105,175.6011548,150.2551176,119.7448926,31.32096034,0.271827993,146.3099225,33.17850216,42.82525951,174.0401438,148.9699818,161.5650726,7.920747314,76.66971945,19.99629369,153.2464003,138.4564787,112.5367729,100.619642,49.15128477,26.06466494,28.48774752,142.6847892,165.7841289,112.7143755,48.89756079,104.7778872,75.37903607,77.4710877,86.63346114,12.31501348,4.567657669,115.5599169,174.1808256,33.12886708,3.652259929,16.41094029,89.64294971,53.42696271,28.81079677,92.0076894,13.53585408,0.424457965,163.1684797,161.565043,70.14476112,40.66770207,179.8264305,25.56140394,39.43543986,176.1858347,146.3098815,7.853314633,28.61615818,17.02905464,54.40472195,5.952604837,104.7778872,32.6805595,86.39052368,169.0074779,38.65996406,84.78283612
